ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1996-05-01,157085.67990864252,16338.161091041611,167859.84957656037,148468.63293031167,165576.72492531137,-66871.84120549544,-83474.7177583709,-50481.25614733774,-66871.84120549544,-83474.7177583709,-50481.25614733774,0.0,0.0,0.0,90213.83870314708
1996-06-01,156913.80059466566,229795.59843792883,384286.02588313166,148308.01437411486,165352.0223656433,146803.81604419445,127549.424942244,165961.7970415295,146803.81604419445,127549.424942244,165961.7970415295,0.0,0.0,0.0,303717.6166388601
1996-07-01,156747.46577468803,504977.8461350629,660337.1251395181,148091.9641475854,165244.41310434198,427570.18435568444,409481.58458647144,445446.8203074007,427570.18435568444,409481.58458647144,445446.8203074007,0.0,0.0,0.0,584317.6501303725
1996-08-01,156575.58646071117,479141.5263154458,624423.8880540731,147907.35638590128,164967.23051295712,394298.5407384395,376673.2467664458,413308.0796391962,394298.5407384395,376673.2467664458,413308.0796391962,0.0,0.0,0.0,550874.1271991506
1996-09-01,156403.7071467343,196063.53663849254,347279.59285771847,147861.669258842,164743.39157170575,116394.26946119835,98193.41709370176,134447.24603359483,116394.26946119835,98193.41709370176,134447.24603359483,0.0,0.0,0.0,272797.97660793265
1996-10-01,156237.37232675665,-26648.98957606387,125963.2026009243,147723.16350897646,164688.40011847575,-102176.76731820231,-117066.22623597697,-86388.39834978156,-102176.76731820231,-117066.22623597697,-86388.39834978156,0.0,0.0,0.0,54060.60500855434
1996-11-01,156065.4930127798,-72628.67631551993,76887.53909147282,147441.64659964724,164504.5152567062,-156845.49718553363,-174429.2136504018,-138705.34279985816,-156845.49718553363,-174429.2136504018,-138705.34279985816,0.0,0.0,0.0,-780.0041727538337
1996-12-01,155920.65229024563,-87033.60306690518,66736.33134934856,147242.00622180162,164352.35180804436,-165167.51268698645,-180834.2044153208,-148562.5874081046,-165167.51268698645,-180834.2044153208,-148562.5874081046,0.0,0.0,0.0,-9246.860396740813
1997-01-01,155770.98354362702,-78043.05604175007,69171.03953107541,147122.17684309836,164165.2706062802,-161026.0573668643,-178231.3598998714,-142815.60891229846,-161026.0573668643,-178231.3598998714,-142815.60891229846,0.0,0.0,0.0,-5255.073823237268
1997-02-01,155621.31479700844,-80897.58360919163,69462.07381112728,147095.73037309217,163926.33561708062,-159878.18839663887,-181592.7822785551,-138731.71140882315,-159878.18839663887,-181592.7822785551,-138731.71140882315,0.0,0.0,0.0,-4256.873599630431
1997-03-01,155486.1301226432,-71276.7177022047,71455.17733080931,146900.61401473993,163815.77089917412,-153680.9097445451,-165567.0618452738,-141782.17329530083,-153680.9097445451,-165567.0618452738,-141782.17329530083,0.0,0.0,0.0,1805.2203780981072
1997-04-01,155336.46137602458,-59098.65342756548,88600.69095777663,146759.5095751057,163580.44275135882,-140342.79546170076,-153810.82172804888,-127242.8174523261,-140342.79546170076,-153810.82172804888,-127242.8174523261,0.0,0.0,0.0,14993.665914323821
1997-05-01,155191.62065349045,14559.785003912086,159410.0583216872,146550.89971430952,163403.29217260084,-67667.47046622113,-79962.93061143828,-54461.65733539377,-67667.47046622113,-79962.93061143828,-54461.65733539377,0.0,0.0,0.0,87524.15018726932
1997-06-01,155041.95190687184,228865.89118053124,379111.33212124015,146448.51024373082,163206.5105529319,148760.607333974,135077.668557107,161680.73238498782,148760.607333974,135077.668557107,161680.73238498782,0.0,0.0,0.0,303802.55924084585
1997-07-01,154897.1111843377,516873.5668753201,660071.6260449421,146248.84988822517,163013.2561526778,432116.6403150816,420142.62590144505,444680.3389085434,432116.6403150816,420142.62590144505,444680.3389085434,0.0,0.0,0.0,587013.7514994193
1997-08-01,154747.4424377191,470564.7148777757,623882.1930229308,146071.22467408597,162965.83650488447,387148.1422413914,374459.50158312055,399882.5838694971,387148.1422413914,374459.50158312055,399882.5838694971,0.0,0.0,0.0,541895.5846791104
1997-09-01,154597.77369110045,198937.03669016084,353347.44173218973,146022.7030002818,162921.69349394937,117935.97487821087,105112.06032321327,130817.45577121785,117935.97487821087,105112.06032321327,130817.45577121785,0.0,0.0,0.0,272533.74856931134
1997-10-01,154452.9329685663,-20892.417753263548,124994.40422524307,145667.53298249698,162816.18596704162,-102255.14692970208,-113777.4406364048,-91031.6958399841,-102255.14692970208,-113777.4406364048,-91031.6958399841,0.0,0.0,0.0,52197.78603886423
1997-11-01,154303.2642219477,-73595.44224033311,74009.79526004978,145499.6057660682,162665.74326830078,-154001.9989306352,-165971.03050833882,-141011.5965584865,-154001.9989306352,-165971.03050833882,-141011.5965584865,0.0,0.0,0.0,301.2652913125057
1997-12-01,154158.42349941356,-84939.01672750614,65833.39470569121,145403.80833527917,162503.20502693148,-163458.05551980645,-175514.1306986961,-151387.2131249255,-163458.05551980645,-175514.1306986961,-151387.2131249255,0.0,0.0,0.0,-9299.632020392892
1998-01-01,154008.75475279495,-81223.91379965325,63836.75211450233,145292.9525278935,162517.8266468614,-160550.67560283726,-173816.03263711813,-147299.20700201968,-160550.67560283726,-173816.03263711813,-147299.20700201968,0.0,0.0,0.0,-6541.920850042312
1998-02-01,153859.08600617634,-80940.62616660973,68104.02660190157,145087.04780171998,162357.1306468856,-159678.82143079673,-174466.25666123253,-145133.51187036515,-159678.82143079673,-174466.25666123253,-145133.51187036515,0.0,0.0,0.0,-5819.73542462039
1998-03-01,153723.90133181112,-76801.43447127024,72119.49553232479,144998.35746828327,162253.5416996589,-155818.23655698576,-170125.4606660406,-141822.6366749608,-155818.23655698576,-170125.4606660406,-141822.6366749608,0.0,0.0,0.0,-2094.33522517464
1998-04-01,153625.99380356574,-63155.601330939644,84511.72885661307,145008.86920067915,162096.39189679356,-143413.65001430333,-156964.23626546102,-130798.981638161,-143413.65001430333,-156964.23626546102,-130798.981638161,0.0,0.0,0.0,10212.343789262406
1998-05-01,153531.24458268308,9646.62865199304,157488.51428624787,144990.5124009918,162029.89371557275,-68320.01731548258,-82436.19391876351,-53732.77886441642,-68320.01731548258,-82436.19391876351,-53732.77886441642,0.0,0.0,0.0,85211.2272672005
1998-06-01,153433.3370544377,230227.0372338321,372811.7313326151,144955.4828168787,161928.0867943882,150786.23277400908,138355.92813821582,163250.87210079815,150786.23277400908,138355.92813821582,163250.87210079815,0.0,0.0,0.0,304219.5698284468
1998-07-01,153338.58783355504,515745.5241552731,662970.7838219873,144858.397039701,161896.30576467494,436430.3681392924,423402.323321767,449462.02477602015,436430.3681392924,423402.323321767,449462.02477602015,0.0,0.0,0.0,589768.9559728474
1998-08-01,153240.68030530965,463524.92791353754,606832.4291405693,144885.73900081636,161750.5500810352,379859.40070623346,367308.3955814656,391992.0055506202,379859.40070623346,367308.3955814656,391992.0055506202,0.0,0.0,0.0,533100.081011543
1998-09-01,153142.77277706424,201149.35193499917,354388.60292576725,144820.19398084364,161770.07638101894,119565.96476167317,108354.05019761251,131471.75197842033,119565.96476167317,108354.05019761251,131471.75197842033,0.0,0.0,0.0,272708.7375387374
1998-10-01,153048.0235561816,-21844.72348995985,121616.07972448098,144618.70535756642,161529.9678754653,-102222.69664583984,-115542.42192706464,-88578.70075639882,-102222.69664583984,-115542.42192706464,-88578.70075639882,0.0,0.0,0.0,50825.32691034177
1998-11-01,152950.11602793622,-72509.73208015694,80008.59980439754,144563.36413192947,161365.19414649112,-151092.89869705422,-162734.7352240512,-138660.44166744512,-151092.89869705422,-162734.7352240512,-138660.44166744512,0.0,0.0,0.0,1857.2173308820056
1998-12-01,152855.36680705356,-77174.6410987068,63850.55078497842,144561.06171688126,161234.35382193053,-161777.82041073474,-176054.95338248825,-148374.9457246709,-161777.82041073474,-176054.95338248825,-148374.9457246709,0.0,0.0,0.0,-8922.453603681177
1999-01-01,152757.45927880818,-81235.80528057099,66834.46205496651,144361.40795945103,161127.76898805876,-160128.76479583845,-173068.24357396117,-147572.5187106725,-160128.76479583845,-173068.24357396117,-147572.5187106725,0.0,0.0,0.0,-7371.305517030269
1999-02-01,152659.55175056276,-78742.97135235439,64615.59527025974,144245.79627551817,161031.9754805026,-159541.3720460804,-171005.9868149363,-148643.11219658627,-159541.3720460804,-171005.9868149363,-148643.11219658627,0.0,0.0,0.0,-6881.820295517624
1999-03-01,152571.11914440565,-76430.7021223583,72161.07317857874,144147.02411514876,161005.11741884644,-157978.67893684978,-178200.53213848436,-138415.11320008893,-157978.67893684978,-178200.53213848436,-138415.11320008893,0.0,0.0,0.0,-5407.559792444139
1999-04-01,152473.21161616026,-67948.45515802492,81020.78910023645,144061.49705519396,160833.26729421612,-146412.50199525486,-162995.14337581696,-129091.77634897023,-146412.50199525486,-162995.14337581696,-129091.77634897023,0.0,0.0,0.0,6060.7096209054
1999-05-01,152378.4623952776,8454.245153504418,155600.85392698826,143956.3646029754,160685.4836378891,-68830.941396846,-88965.6755814639,-49456.06790284877,-68830.941396846,-88965.6755814639,-49456.06790284877,0.0,0.0,0.0,83547.5209984316
1999-06-01,152280.55486703222,227969.79821462487,382335.92558304756,143877.60491782034,160582.02432990543,152873.68208862067,136466.82727250457,168468.29443207764,152873.68208862067,136466.82727250457,168468.29443207764,0.0,0.0,0.0,305154.2369556529
1999-07-01,152185.8056461496,517855.1346136931,664380.8275813429,143764.7726431326,160507.7800671398,440506.16226137616,422083.51115937484,457568.5067019336,440506.16226137616,422083.51115937484,457568.5067019336,0.0,0.0,0.0,592691.9679075257
1999-08-01,152087.89811790417,452838.559910837,599963.4576434941,143729.56092953216,160382.31556314082,372441.3284033066,354631.1637492999,389230.849657342,372441.3284033066,354631.1637492999,389230.849657342,0.0,0.0,0.0,524529.2265212107
1999-09-01,152069.40665836039,196402.76728705197,349400.23271197494,143849.16343346518,160302.18098295867,121287.96666869288,105531.8049537233,137220.89004232245,121287.96666869288,105531.8049537233,137220.89004232245,0.0,0.0,0.0,273357.37332705327
1999-10-01,152051.51169751157,-27432.61841758717,125326.77137637699,143771.19417048065,160240.08161932003,-102078.61841491952,-122310.7884270167,-83123.7851042499,-102078.61841491952,-122310.7884270167,-83123.7851042499,0.0,0.0,0.0,49972.89328259205
1999-11-01,152033.02023796778,-71044.43534994945,73731.81228313036,143772.2093331887,160200.77044642373,-148121.7564974104,-166187.44327894246,-130808.49185958627,-148121.7564974104,-166187.44327894246,-130808.49185958627,0.0,0.0,0.0,3911.2637405573914
1999-12-01,152015.12527711896,-79940.7882167784,66141.82715397493,143688.34327843363,160070.67192404615,-160129.9279801322,-178756.9897923895,-141486.58110004588,-160129.9279801322,-178756.9897923895,-141486.58110004588,0.0,0.0,0.0,-8114.802703013236
2000-01-01,151996.63381757514,-85369.94572620238,69852.93352849371,143742.00959908558,160233.12887414618,-159761.5478778017,-176407.01441926957,-142159.83711025686,-159761.5478778017,-176407.01441926957,-142159.83711025686,0.0,0.0,0.0,-7764.914060226554
2000-02-01,151978.1423580314,-80823.27944888086,69533.08759087438,143779.55983983906,160132.47192495852,-159465.7075604086,-173595.88528365435,-145261.4787586147,-159465.7075604086,-173595.88528365435,-145261.4787586147,0.0,0.0,0.0,-7487.565202377213
2000-03-01,151960.8438958775,-73713.61755172988,76513.67268561914,143814.2703795577,160170.9394727478,-151570.36551236568,-165545.45393082438,-136627.22326859043,-151570.36551236568,-165545.45393082438,-136627.22326859043,0.0,0.0,0.0,390.4783835118287
2000-04-01,151942.35243633372,-57296.03827323703,89551.16644163661,143655.682087334,160158.7571713548,-137203.87144334707,-154425.99805465573,-120296.45909415951,-137203.87144334707,-154425.99805465573,-120296.45909415951,0.0,0.0,0.0,14738.480992986646
2000-05-01,151924.45747548487,12431.516790591897,152694.22563160083,143601.54071443639,160286.25245224696,-66871.84120548825,-83474.71775842884,-50481.25614728455,-66871.84120548825,-83474.71775842884,-50481.25614728455,0.0,0.0,0.0,85052.61626999662
2000-06-01,151905.96601594109,220289.1903348254,375042.70184371877,143450.33809092426,160212.5378334214,146803.81604416337,127549.42494218945,165961.797041514,146803.81604416337,127549.42494218945,165961.797041514,0.0,0.0,0.0,298709.7820601044
2000-07-01,151888.07105509227,503885.9567537955,654150.8150765859,143340.31491680825,160206.8718556902,427570.18435563875,409481.58458628197,445446.8203073945,427570.18435563875,409481.58458628197,445446.8203073945,0.0,0.0,0.0,579458.2554107311
2000-08-01,151869.57959554848,472766.7755630406,627453.9147731814,143363.15661805513,160180.29066360637,394298.54073850234,376673.24676645064,413308.0796393068,394298.54073850234,376673.24676645064,413308.0796393068,0.0,0.0,0.0,546168.1203340509
2000-09-01,151851.0881360047,192430.0981241227,343120.91653173143,143334.00174269133,160227.8672805873,116394.26946117346,98193.41709360728,134447.24603357125,116394.26946117346,98193.41709360728,134447.24603357125,0.0,0.0,0.0,268245.35759717814
2000-10-01,151833.19317515584,-29777.60940773424,127998.30788042031,143246.8968827193,160146.65569188973,-102176.76731820841,-117066.22623601176,-86388.39834977598,-102176.76731820841,-117066.22623601176,-86388.39834977598,0.0,0.0,0.0,49656.42585694743
2000-11-01,151814.7017156121,-84928.7073420292,70709.62949548544,143247.66222747407,160190.77088535923,-156845.4971855551,-174429.21365046458,-138705.34279982964,-156845.4971855551,-174429.21365046458,-138705.34279982964,0.0,0.0,0.0,-5030.795469943027
2000-12-01,151796.80675476324,-82280.90408662679,65957.95884172281,143131.32253017428,160288.1198081153,-165167.51268697713,-180834.20441540447,-148562.58740806492,-165167.51268697713,-180834.20441540447,-148562.58740806492,0.0,0.0,0.0,-13370.705932213896
2001-01-01,151858.2166386152,-88643.02766185759,64677.40820486964,143226.62674910395,160384.38724870578,-161026.0573668674,-178231.3598999199,-142815.60891225332,-161026.0573668674,-178231.3598999199,-142815.60891225332,0.0,0.0,0.0,-9167.840728252195
2001-02-01,151919.62652246718,-77526.55575226537,65963.2055624091,143367.2856376942,160333.74440953578,-159878.18839664018,-181592.78227864418,-138731.71140876447,-159878.18839664018,-181592.78227864418,-138731.71140876447,0.0,0.0,0.0,-7958.5618741729995
2001-03-01,151975.0935143335,-74678.39230747319,76388.69879124277,143376.7887971707,160301.91442936318,-153680.90974452943,-165567.06184522493,-141782.173295211,-153680.90974452943,-165567.06184522493,-141782.173295211,0.0,0.0,0.0,-1705.8162301959237
2001-04-01,152036.50339818548,-61504.947675070296,84013.6626769614,143553.37961217767,160442.61394554353,-140342.79546167963,-153810.82172802585,-127242.81745231117,-140342.79546167963,-153810.82172802585,-127242.81745231117,0.0,0.0,0.0,11693.707936505845
2001-05-01,152095.93231804224,6851.664632741464,161126.40062279257,143754.95317106406,160428.3676858754,-67667.47046620847,-79962.93061143119,-54461.65733536907,-67667.47046620847,-79962.93061143119,-54461.65733536907,0.0,0.0,0.0,84428.46185183377
2001-06-01,152157.34220189424,226297.8890862832,372124.2362331715,143786.50400030712,160495.8247046325,148760.6073339523,135077.66855707858,161680.7323849768,148760.6073339523,135077.66855707858,161680.7323849768,0.0,0.0,0.0,300917.94953584654
2001-07-01,152216.77112175096,509330.52206811943,655150.6902238852,143884.33013000796,160579.0595321282,432116.6403150475,420142.6259013809,444680.33890860266,432116.6403150475,420142.6259013809,444680.33890860266,0.0,0.0,0.0,584333.4114367985
2001-08-01,152278.18100560296,463789.12794834207,611665.7383537308,143934.3360187696,160758.697476427,387148.14224141516,374459.5015830951,399882.58386954846,387148.14224141516,374459.5015830951,399882.58386954846,0.0,0.0,0.0,539426.3232470182
2001-09-01,152339.59088945496,199155.8668603963,340251.45039831125,144014.49349839872,160918.00631465128,117935.97487821648,105112.06032321484,130817.45577126343,117935.97487821648,105112.06032321484,130817.45577126343,0.0,0.0,0.0,270275.56576767145
2001-10-01,152399.01980931172,-24100.877335490273,122389.21257992626,144008.93103586475,160978.97069503818,-102255.14692969475,-113777.44063634264,-91031.69583999428,-102255.14692969475,-113777.44063634264,-91031.69583999428,0.0,0.0,0.0,50143.872879616974
2001-11-01,152460.4296931637,-74877.39483082773,71076.53155812391,144161.52130557434,161124.86150460862,-154001.99893064337,-165971.03050835594,-141011.59655847328,-154001.99893064337,-165971.03050835594,-141011.59655847328,0.0,0.0,0.0,-1541.5692374796781
2001-12-01,152519.85861302045,-90241.4365899673,62234.212430062755,144219.65352969084,161214.0019150566,-163458.0555198212,-175514.13069869933,-151387.21312495385,-163458.0555198212,-175514.13069869933,-151387.21312495385,0.0,0.0,0.0,-10938.19690680076
2002-01-01,152581.26849687242,-78233.6067483815,65120.67742542112,144327.39478518613,161260.31225458754,-160550.67560283272,-173816.03263702863,-147299.20700198133,-160550.67560283272,-173816.03263702863,-147299.20700198133,0.0,0.0,0.0,-7969.407105960301
2002-02-01,152642.67838072442,-86105.20914430682,66407.49332028443,144372.11503416346,161312.0717156081,-159678.82143078922,-174466.2566612523,-145133.51187033753,-159678.82143078922,-174466.2566612523,-145133.51187033753,0.0,0.0,0.0,-7036.143050064798
2002-03-01,152698.14537259072,-76945.25018605757,70570.83729463538,144177.84958638134,161369.20661141383,-155818.2365569515,-170125.46066598824,-141822.63667497088,-155818.2365569515,-170125.46066598824,-141822.63667497088,0.0,0.0,0.0,-3120.09118436079
2002-04-01,152759.55525644272,-68593.45102876148,82392.61290568828,144115.50227520755,161404.8939865224,-143413.65001428683,-156964.23626541934,-130798.98163812865,-143413.65001428683,-156964.23626541934,-130798.98163812865,0.0,0.0,0.0,9345.905242155888
2002-05-01,152880.86583002517,8425.279327488062,159243.86766024682,144229.42058442024,161525.98204967924,-68320.01731546405,-82436.19391872206,-53732.77886437741,-68320.01731546405,-82436.19391872206,-53732.77886437741,0.0,0.0,0.0,84560.84851456112
2002-06-01,153006.22008939373,229962.06169061363,376949.3252208805,144408.7886933833,161633.6462544892,150786.23277399247,138355.92813822164,163250.87210075723,150786.23277399247,138355.92813822164,163250.87210075723,0.0,0.0,0.0,303792.4528633862
2002-07-01,153127.53066297618,513693.1966109549,665709.0943749186,144540.1206231625,161697.37617001662,436430.3681392799,423402.32332176063,449462.0247759607,436430.3681392799,423402.32332176063,449462.0247759607,0.0,0.0,0.0,589557.8988022561
2002-08-01,153252.8849223447,455137.1950983057,605034.237313004,144591.26229422755,161735.13009247123,379859.4007062732,367308.395581515,391992.00555071904,379859.4007062732,367308.395581515,391992.00555071904,0.0,0.0,0.0,533112.285628618
2002-09-01,153378.23918171326,202430.2938889752,347013.20040551136,144709.733329479,161783.77051382954,119565.96476168002,108354.05019767575,131471.75197839306,119565.96476168002,108354.05019767575,131471.75197839306,0.0,0.0,0.0,272944.2039433933
2002-10-01,153499.5497552957,-23362.28307572802,123855.51481474684,144846.6347956888,161869.38329076153,-102222.69664583741,-115542.42192709187,-88578.7007564004,-102222.69664583741,-115542.42192709187,-88578.7007564004,0.0,0.0,0.0,51276.8531094583
2002-11-01,153624.90401466427,-72890.30092625221,75132.71233661713,145029.26014278,162005.36251855124,-151092.8986970821,-162734.73522413004,-138660.44166747754,-151092.8986970821,-162734.73522413004,-138660.44166747754,0.0,0.0,0.0,2532.0053175821668
2002-12-01,153746.21458824672,-82617.52069840129,65200.45413217308,145149.84173626584,162152.33445774496,-161777.8204107487,-176054.9533824575,-148374.94572470768,-161777.8204107487,-176054.9533824575,-148374.94572470768,0.0,0.0,0.0,-8031.605822501995
2003-01-01,153871.56884761524,-77896.87384083812,68097.4113937634,145317.05903854707,162196.79259677234,-160128.76479584028,-173068.24357390217,-147572.51871073386,-160128.76479584028,-173068.24357390217,-147572.51871073386,0.0,0.0,0.0,-6257.195948225039
2003-02-01,153996.92310698377,-77518.80812970402,70585.3068848925,145468.8344749784,162328.82290913316,-159541.37204607957,-171005.98681495254,-148643.11219648935,-159541.37204607957,-171005.98681495254,-148643.11219648935,0.0,0.0,0.0,-5544.448939095804
2003-03-01,154110.14630899407,-78497.94121627348,72052.91538604315,145544.58452184984,162446.22995823532,-157978.67893685092,-178200.532138456,-138415.11320011044,-157978.67893685092,-178200.532138456,-138415.11320011044,0.0,0.0,0.0,-3868.5326278568537
2003-04-01,154235.50056836262,-67700.65737503747,84171.48221203567,145520.16480415486,162600.4207002329,-146412.5019952292,-162995.14337579033,-129091.77634904491,-146412.5019952292,-162995.14337579033,-129091.77634904491,0.0,0.0,0.0,7822.998573133431
2003-05-01,154356.8111419451,8885.356085734127,161978.585536475,145651.64563702873,162802.54358238677,-68830.94139686604,-88965.6755813572,-49456.067903005096,-68830.94139686604,-88965.6755813572,-49456.067903005096,0.0,0.0,0.0,85525.86974507906
2003-06-01,154482.16540131363,232741.6004007997,381831.0708038343,145753.53115279393,162965.69415780393,152873.68208860944,136466.82727261484,168468.29443191906,152873.68208860944,136466.82727261484,168468.29443191906,0.0,0.0,0.0,307355.84748992306
2003-07-01,154603.47597489608,517691.6658796805,668784.5981132669,145896.87696623773,163107.19062209214,440506.16226134566,422083.5111593829,457568.5067018498,440506.16226134566,422083.5111593829,457568.5067018498,0.0,0.0,0.0,595109.6382362418
2003-08-01,154728.8302342646,450161.9958592547,598277.4050750324,145979.1498364771,163209.3504772459,372441.3284033596,354631.1637494488,389230.8496574017,372441.3284033596,354631.1637494488,389230.8496574017,0.0,0.0,0.0,527170.1586376242
2003-09-01,154854.18449363316,206094.56184267762,347580.24394248787,146053.02874710897,163342.49740271008,121287.96666868299,105531.80495370115,137220.8900422798,121287.96666868299,105531.80495370115,137220.8900422798,0.0,0.0,0.0,276142.15116231615
2003-10-01,155028.74825474864,-27538.139299633633,124522.89294225028,146138.4341628822,163488.68788072368,-102078.61841493656,-122310.78842690428,-83123.78510432014,-102078.61841493656,-122310.78842690428,-83123.78510432014,0.0,0.0,0.0,52950.129839812085
2003-11-01,155209.13080790135,-66037.94455064846,81117.74333728616,146389.0556135066,163697.39882359505,-148121.75649741612,-166187.4432789077,-130808.49185966045,-148121.75649741612,-166187.4432789077,-130808.49185966045,0.0,0.0,0.0,7087.374310485233
2003-12-01,155383.69456901686,-78497.61066680674,72075.78945674254,146690.91390977203,163897.12610588956,-160129.9279801531,-178756.98979238988,-141486.58110007117,-160129.9279801531,-178756.98979238988,-141486.58110007117,0.0,0.0,0.0,-4746.233411136229
2004-01-01,155564.07712216958,-80276.08730143303,69278.67070313607,147037.96310967495,164078.75644222056,-159761.54787780388,-176407.01441915642,-142159.83711042238,-159761.54787780388,-176407.01441915642,-142159.83711042238,0.0,0.0,0.0,-4197.4707556343055
2004-02-01,155744.45967532226,-79497.66816247204,72132.28959808798,147313.81040548056,164227.86547782525,-159465.70756043037,-173595.88528366497,-145261.47875866966,-159465.70756043037,-173595.88528366497,-145261.47875866966,0.0,0.0,0.0,-3721.2478851081105
2004-03-01,155913.2046444006,-72202.09781995794,80193.23053448256,147522.71006588382,164411.17157396136,-151570.36551237726,-165545.45393084257,-136627.22326861884,-151570.36551237726,-165545.45393084257,-136627.22326861884,0.0,0.0,0.0,4342.839132023335
2004-04-01,156093.5871975533,-60879.8805328965,95540.62766152545,147783.9311845086,164632.42852862817,-137203.87144334282,-154425.99805465632,-120296.45909413336,-137203.87144334282,-154425.99805465632,-120296.45909413336,0.0,0.0,0.0,18889.715754210483
2004-05-01,156268.1509586688,15915.317626863962,164425.36235728196,148003.63686668087,164878.59685862873,-66871.84120547742,-83474.71775835734,-50481.2561473138,-66871.84120547742,-83474.71775835734,-50481.2561473138,0.0,0.0,0.0,89396.30975319137
2004-06-01,156448.53351182147,229755.10983393135,379286.7500263921,148127.70896981758,165103.94341621205,146803.81604418188,127549.42494221886,165961.7970415302,146803.81604418188,127549.42494221886,165961.7970415302,0.0,0.0,0.0,303252.34955600335
2004-07-01,156623.09727293698,504907.69256077096,660454.5970323863,148287.1437380855,165259.0721529882,427570.1843556841,409481.58458647097,445446.820307414,427570.1843556841,409481.58458647097,445446.820307414,0.0,0.0,0.0,584193.281628621
2004-08-01,156803.47982608966,479735.7021974823,628217.897833988,148486.33333728166,165371.7920577199,394298.54073844384,376673.24676643277,413308.07963915716,394298.54073844384,376673.24676643277,413308.07963915716,0.0,0.0,0.0,551102.0205645335
2004-09-01,156983.86237924238,193293.80554588008,349232.6976785325,148702.32967954566,165541.31572148364,116394.26946119887,98193.41709369511,134447.24603360638,116394.26946119887,98193.41709369511,134447.24603360638,0.0,0.0,0.0,273378.13184044126
2004-10-01,157158.4261403579,-15504.73247400813,132174.57903120285,148867.56912854302,165766.07192666607,-102176.76731821573,-117066.22623595863,-86388.39834980071,-102176.76731821573,-117066.22623595863,-86388.39834980071,0.0,0.0,0.0,54981.658822142155
2004-11-01,157338.80869351057,-75791.25244491236,77782.07571357397,149076.788285355,165958.10135285888,-156845.49718554385,-174429.2136503682,-138705.34279989568,-156845.49718554385,-174429.2136503682,-138705.34279989568,0.0,0.0,0.0,493.31150796671864
2004-12-01,157513.37245462608,-80812.24597030472,71054.32078694424,149296.8509692259,166191.1834965403,-165167.51268699486,-180834.20441532382,-148562.58740809507,-165167.51268699486,-180834.20441532382,-148562.58740809507,0.0,0.0,0.0,-7654.14023236878
2005-01-01,157693.7550077788,-81611.42066127004,70208.98408772559,149407.711268091,166304.02706828565,-161026.0573668486,-178231.3598998606,-142815.60891231018,-161026.0573668486,-178231.3598998606,-142815.60891231018,0.0,0.0,0.0,-3332.302359069814
2005-02-01,157921.04722165188,-74974.2426615563,72495.16827817998,149716.74072304432,166402.1619062757,-159878.18839665272,-181592.78227856135,-138731.71140883572,-159878.18839665272,-181592.78227856135,-138731.71140883572,0.0,0.0,0.0,-1957.141175000841
2005-03-01,158126.34341482763,-75590.18383501368,76010.53675937957,149844.16352610814,166490.79982446032,-153680.9097445634,-165567.06184534918,-141782.1732953568,-153680.9097445634,-165567.06184534918,-141782.1732953568,0.0,0.0,0.0,4445.433670264232
2005-04-01,158353.63562870072,-55945.821412541816,93073.99712389799,150009.86601042203,166595.8353399326,-140342.79546170853,-153810.82172799355,-127242.81745238186,-140342.79546170853,-153810.82172799355,-127242.81745238186,0.0,0.0,0.0,18010.840166992188
2005-05-01,158573.59583567473,20127.321029760315,165226.80409066365,150246.9466626024,166730.99868205874,-67667.47046621522,-79962.93061143726,-54461.65733537366,-67667.47046621522,-79962.93061143726,-54461.65733537366,0.0,0.0,0.0,90906.1253694595
2005-06-01,158800.88804954782,233312.23567851484,382655.87922391825,150573.4636897847,166897.15833802376,148760.60733397416,135077.668557107,161680.73238494,148760.60733397416,135077.668557107,161680.73238494,0.0,0.0,0.0,307561.495383522
2005-07-01,159020.84825652183,516372.64752476185,661222.8897754075,150880.9535673398,167083.29687010264,432116.6403150848,420142.6259014529,444680.3389085583,432116.6403150848,420142.6259014529,444680.3389085583,0.0,0.0,0.0,591137.4885716066
2005-08-01,159248.14047039492,475418.3242035075,620831.3431530045,151244.68717940227,167261.52964735683,387148.1422413585,374459.5015830905,399882.5838694311,387148.1422413585,374459.5015830905,399882.5838694311,0.0,0.0,0.0,546396.2827117534
2005-09-01,159475.43268426802,206371.01886819594,353256.2955320205,151478.3891512033,167439.76242461102,117935.9748782065,105112.06032323976,130817.45577117958,117935.9748782065,105112.06032323976,130817.45577117958,0.0,0.0,0.0,277411.4075624745
2005-10-01,159695.39289124202,-18787.7578877175,133688.81820858692,151676.51597238274,167691.85529939467,-102255.14692968714,-113777.44063636677,-91031.69583998289,-102255.14692968714,-113777.44063636677,-91031.69583998289,0.0,0.0,0.0,57440.24596155489
2005-11-01,159922.68510511512,-68537.25733354536,81626.98786558287,151925.0687238979,167902.52176641073,-154001.99893062323,-165971.03050835675,-141011.59655850232,-154001.99893062323,-165971.03050835675,-141011.59655850232,0.0,0.0,0.0,5920.686174491886
2005-12-01,160142.64531208912,-77120.1563881911,75146.94051571205,152177.12512510514,168090.28833403302,-163458.05551979554,-175514.13069866775,-151387.21312490338,-163458.05551979554,-175514.13069866775,-151387.21312490338,0.0,0.0,0.0,-3315.4102077064163
